id,name,tamil,category,type,price_rs,mrp_rs,wholesale_rs,unit,pack,in_stock
587,TIGER CRM VAN 5RS,டைகர் சிஆர்எம் வென் 5₹,General Store,generic,54.0,60.0,52.0,1 unit,,Yes
586,TIGER KRUNCH 5RS,டைகர் க்ரன்ச் 5₹,General Store,generic,55.0,60.0,52.0,1 unit,,No
2207,TIME PASS 5RS,,General Store,generic,68.0,75.0,66.0,1 unit,,Yes
156,TIP 0.5,ழப் 0.5,General Store,generic,45.0,50.0,40.0,1 unit,,Yes
157,TIP 0.7,ழப் 0.7,General Store,generic,45.0,50.0,40.0,1 unit,,No
1446,TISSUE PAPER NO 1,ழஷ்யூ பெப்பர் நெ.1,General Store,generic,20.0,100.0,20.0,1 unit,,Yes
70,TOMATO SAUCE 1RS,தக்காளி சாஸ் 1₹,General Store,pickle,70.0,100.0,70.0,1 unit,,Yes
2086,TOP RAMEN 10RS,,General Store,generic,52.0,60.0,52.0,1 unit,,Yes
117,TOTAL,டொட்டல்,General Store,generic,55.0,60.0,60.0,1 unit,,Yes
118,TOTAL (30),டொட்டல்(30),General Store,generic,1620.0,1800.0,1615.0,1 unit,30,Yes
119,TOTAL (60),டொட்டல்(60),General Store,generic,3260.0,3600.0,3240.0,1 unit,60,Yes
958,TRC GOLD 1/2 PC,ழஆர்சி கொல்டு 1ஃ2,General Store,generic,57.0,80.0,53.0,2 pc,,Yes
957,TRC GOLD 1/2BOX[20],ழஆர்சி கொல்டு 1ஃ2 பெட்ழ(20),General Store,generic,1070.0,1600.0,1050.0,1 unit,20,Yes
955,TRC GOLD 1L BOX[10],ழஆர்சி கொல்டு 1லி பெட்ழ(10),General Store,generic,1050.0,1500.0,1040.0,1 L,10,Yes
956,TRC GOLD 1L PC,ழஆர்சி கொல்டு 1லி,General Store,generic,110.0,150.0,108.0,1 L,,Yes
1515,TREAT VANILA 10RS,,General Store,generic,9.2,10.0,9.1,1 unit,,Yes
2034,TUBE LIGHT 20W SURYA,,General Store,generic,140.0,450.0,135.0,1 unit,,Yes
367,TWINKLE PANJU,ழவிஹ்கிள் பஞ்சு,General Store,generic,70.0,100.0,65.0,1 unit,,Yes
1529,UNIBIC 5RS,,General Store,generic,56.0,60.0,55.0,1 unit,,Yes
1031,UNITY BASUMATHI BAG[30],யூனிட்ழ பாசுமதி பை(30),General Store,rice,3560.0,5400.0,3550.0,Bag,30,Yes
1030,UNITY BASUMATHI KG,யூனிட்ழ பாசுமதி 1கி,General Store,rice,125.0,180.0,120.0,1 unit,,Yes
2076,UPASANNA 10RS,,General Store,generic,90.0,120.0,85.0,1 unit,,Yes
2209,UPASANNA 50RS,,General Store,generic,45.0,50.0,40.0,1 unit,,Yes
2232,UPASANNA 5RS,,General Store,generic,48.0,60.0,45.0,1 unit,,Yes
173,VARUKI 2RS,வர்க்கி 2₹,General Store,generic,18.0,24.0,18.0,1 unit,,Yes
174,VARUKI 3RS,வர்க்கி 3₹,General Store,generic,24.0,30.0,24.0,1 unit,,Yes
175,VARUKI 5RS,வர்க்கி 5₹,General Store,generic,40.0,50.0,40.0,1 unit,,Yes
321,VASMOL 35RS,வாஸ்மால் 35₹,General Store,generic,33.0,35.0,31.0,1 unit,,Yes
320,VASMOL 65RS,வாஸ்மால் 65₹,General Store,generic,62.0,65.0,60.5,1 unit,,Yes
80,VEEBA MEXICAN 1KG,வீபா மெக்சிகன் 1கி,General Store,generic,200.0,250.0,190.0,1 kg,,Yes
1526,VELLA ELLU 50G SAR,,General Store,generic,145.0,,142.0,50 g,,Yes
2234,VELLA KAARMANI,,General Store,generic,150.0,,120.0,1 unit,,Yes
1369,VELLARI VEDHAI KG,வெள்ளரி விதை 1கி,General Store,generic,520.0,600.0,490.0,1 unit,,Yes
211,VENDHAYAM 5RS,வெந்தயம் 5₹,General Store,generic,42.0,60.0,42.0,1 unit,,No
1321,VENDHIYAM,வெந்தயம்,General Store,generic,85.0,200.0,80.0,1 unit,,Yes
2023,VENDHIYAM 50G [20],,General Store,generic,120.0,200.0,110.0,50 g,20,Yes
1210,VETHALAI KAVULI,வெத்தலை கவுளி,General Store,generic,50.0,100.0,110.0,1 unit,,Yes
306,VIBUTHI 12RS,விபூதி 12₹,General Store,generic,80.0,120.0,70.0,1 unit,,Yes
305,VIBUTHI 6RS,விபூதி 6₹,General Store,generic,40.0,60.0,35.0,1 unit,,Yes
326,VILAKKUTHIRI,விளக்கு திரி,General Store,generic,70.0,100.0,65.0,1 unit,,Yes
2182,VILLAKU THIRI 10RS [12],,General Store,generic,85.0,120.0,80.0,1 unit,12,Yes
247,VINEGAR,வினிகர்,General Store,generic,25.0,40.0,20.0,1 unit,,Yes
1164,VIP 51RS PC,,General Store,generic,40.0,51.0,37.0,Piece,,No
2145,WAGH BAKRI 1KG,,General Store,generic,360.0,520.0,350.0,1 kg,,Yes
2146,WAGH BAKRI 250G,,General Store,generic,130.0,140.0,125.0,250 g,,Yes
115,WAVE,வௌ;,General Store,generic,50.0,60.0,65.0,1 unit,,Yes
116,WAVE BUNDLE,வௌ; பண்டல்,General Store,cake,930.0,1200.0,930.0,Bundle,,Yes
1562,WHITE BEAUTY 55RS,,General Store,generic,52.0,55.0,50.0,1 unit,,Yes
1561,WHITE BEAUTY 88RS,,General Store,generic,85.0,88.0,82.0,1 unit,,Yes
988,WHITE CHALK BAG[20],வெள்ளை சாக் பை(20),General Store,generic,420.0,800.0,400.0,Bag,20,Yes
987,WHITE CHALK BOX,வெள்ளை சாக் பெட்ழ,General Store,generic,25.0,50.0,22.0,Box,,Yes
1232,WILKINSON BLADE BOX [5],வில்கின்சன் பிளெட் பெட்ழ(5),General Store,generic,95.0,140.0,100.0,Box,5,Yes
113,WILLS,வில்ஸ்,General Store,generic,88.0,95.0,87.0,1 unit,,Yes
114,WILLS BUNDLE,வில்ஸ் பண்டல்,General Store,cake,4350.0,4750.0,4325.0,Bundle,,Yes
82,WOOD BUDS,வுட் பட்ஸ்,General Store,generic,105.0,200.0,100.0,1 unit,,Yes
38,WOOD CLIP,வுட் கிளிப்,General Store,generic,25.0,30.0,20.0,1 unit,,Yes
1563,WOODWARDS 65RS,,General Store,generic,58.0,65.0,56.0,1 unit,,Yes
74,YELLOW TIN,மஞ்சள் ழன்,General Store,generic,65.0,70.0,60.0,1 unit,,Yes
1082,YIPEE 28RS,ஈப்பி 28₹,General Store,generic,26.0,28.0,25.0,1 unit,,Yes
1084,YIPEE 82RS PC,ஈப்பி 82₹,General Store,generic,76.0,82.0,75.0,Piece,,Yes
1080,YIPEE RS 15 CASE[96],ஈப்பி ₹15 பெட்ழ(96),General Store,generic,1265.0,1440.0,1260.0,Case,96,Yes
1081,YIPEE RS15PC,ஈப்பி ₹15,General Store,generic,13.0,14.0,13.5,15 pc,,Yes
1083,YIPPE RS 60PC,ஈப்பி ₹60,General Store,generic,55.0,60.0,55.0,60 pc,,Yes
1208,ZED BLACK 10RS KATTU,டிசூட் பிளாக் 10₹ கட்டு,General Store,generic,100.0,120.0,95.0,Bundle,,Yes
2005,ZED BLACK 60RS,டிசூட் பிளாக் 60₹,General Store,generic,40.0,60.0,39.0,1 unit,,Yes
2117,ZED BLACK CUP 5RS,,General Store,generic,75.0,120.0,70.0,Cup,,No
248,ACID,ஆசிட்,Home Care,cleaner,25.0,40.0,20.0,1 unit,,Yes
1380,ALL OUT LIQ,ஆல் அவுட் லிக்.,Home Care,generic,71.0,77.0,75.0,1 unit,,Yes
1430,ARIEL LIQ FRONT 1L,ஏரியல் லிக். பிரண்ட் 1லி,Home Care,detergent,240.0,265.0,235.0,1 L,,Yes
1427,ARIEL LIQ FRONT SAR [12],ஏரியல் லிக். பிரண்ட்; சரம்(12),Home Care,detergent,110.0,120.0,108.0,Strip,12,Yes
1429,ARIEL LIQ TOP 1L,ஏரியல் லிக். டாப் 1லி,Home Care,detergent,215.0,235.0,210.0,1 L,,Yes
1354,ARIEL LIQ TOP SAR[12],ஏரியல் லிக். டாப் சரம்(12),Home Care,detergent,110.0,120.0,108.0,Strip,12,Yes
1376,ARIEL POW 10RS BAG[5],ஏரியல் பவுடர் 10₹ பை (5),Home Care,detergent,500.0,600.0,485.0,Bag,5,Yes
1417,ARIEL POW 3RS BAG[42],ஏரியல் பவுடர் 3₹ பை(42),Home Care,detergent,1185.0,1512.0,1180.0,Bag,42,Yes
1416,ARIEL POW 3RS SAR,ஏரியல் பவுடர் 3₹ சரம்,Home Care,detergent,31.0,36.0,30.0,Strip,,Yes
1400,ARIEL POWDER 10RS SAR,ஏரியல் பவுடர் 10₹ சரம்,Home Care,cream,105.0,120.0,103.0,Strip,,Yes
2255,BINDHU BALAJI VATHI,,Home Care,agarbatti,45.0,60.0,43.0,1 unit,,Yes
715,BROOM 5G YELLOW,ப்₹ம் 5கிராம் மஞ்சள்,Home Care,generic,100.0,150.0,90.0,5 g,,Yes
716,BROOM WHITE SMART,ப்₹ம் வெள்ளை ஸ்மார்ட்,Home Care,generic,70.0,100.0,60.0,1 unit,,Yes
1578,CANDLE 10RS,,Home Care,match,42.0,50.0,40.0,1 unit,,Yes
1389,CANDLE 2RS ABIRAMI,மெபுகுவர்த்தி 2₹ அபிராமி;,Home Care,match,16.0,30.0,18.0,1 unit,,Yes
1559,CANDLE 5RS,,Home Care,match,22.0,25.0,20.0,1 unit,,Yes
1579,CANDLE 80RS,,Home Care,match,50.0,80.0,45.0,1 unit,,Yes
2106,CHUTTI LIQUID 5RS,,Home Care,generic,39.0,50.0,38.0,1 unit,,Yes
750,COMFORT 4RS,கம்பொர்ட் 4₹,Home Care,generic,35.0,40.0,34.0,1 unit,,Yes
751,COMFORT 4RS CASE(72),கம்பொர்ட் 4₹ பெட்ழ(72),Home Care,generic,2380.0,2880.0,2380.0,Case,72,Yes
749,COMFORT BOTTLE 120RS,கம்பொர்ட் பாட்டல் 120₹,Home Care,generic,115.0,120.0,114.0,Bottle,,Yes
1588,COMFORT BOTTLE 235RS,,Home Care,generic,205.0,235.0,200.0,Bottle,,Yes
747,COMFORT BOTTLE 58RS,கம்பொர்ட் பாட்டல் 58₹,Home Care,generic,54.0,58.0,53.0,Bottle,,Yes
748,COMFORT BOTTLE 58RS CASE(40),கம்பொர்ட் பாட்டல் 58₹ பெட்ழ(40),Home Care,generic,2080.0,2320.0,2070.0,Case,40,Yes
429,COMFORT VATHI,கம்பொர்ட் வத்தி,Home Care,agarbatti,100.0,192.0,105.0,1 unit,,Yes
2153,COMFORT VATHI GREEN,,Home Care,agarbatti,95.0,165.0,90.0,1 unit,,Yes
963,DEEPAM 1/2 BOX[20],தீபம் 1ஃ2 பெட்ழ(20),Home Care,agarbatti,1340.0,,1320.0,Box,20,Yes
2001,DEEPAM 1/2 MURUGAN,,Home Care,agarbatti,65.0,120.0,63.0,1 unit,,Yes
964,DEEPAM 1/2 PC,தீபம் 1ஃ2,Home Care,agarbatti,67.0,100.0,65.0,2 pc,,Yes
2197,DEEPAM NAKSHATRA 1/2,,Home Care,agarbatti,90.0,200.0,88.0,1 unit,,Yes
967,DEEPAM SREE 100ML BOX[10],தீபம் கூ100மிலி பெட்ழ,Home Care,agarbatti,930.0,2000.0,920.0,100 ml,10,Yes
968,DEEPAM SREE 100ML KATTU,தீபம் கூ100மிலி கட்டு,Home Care,agarbatti,130.0,200.0,120.0,100 ml,,Yes
966,DEEPAM SREE 50ML BOX[10],தீபம் கூ50மிலி பெட்ழ(10),Home Care,agarbatti,950.0,2000.0,930.0,50 ml,10,Yes
965,DEEPAM SREE 50ML KATTU,தீபம் கூ50மிலி கட்டு,Home Care,agarbatti,130.0,200.0,120.0,50 ml,,Yes
2233,EC WASH LIQUID 99RS,,Home Care,generic,100.0,,95.0,1 unit,,Yes
720,EXO 10RS,,Home Care,dishwash,10.0,,8.75,1 unit,,Yes
1066,EXO 10RS BOX[144],எக்சொ 10₹ பெட்ழ(144),Home Care,dishwash,1260.0,1440.0,1250.0,Box,144,Yes
719,EXO 5RS,,Home Care,dishwash,5.0,,4.5,1 unit,,Yes
1065,EXO 5RS BOX[216],எக்சொ 5₹ பெட்ழ(216),Home Care,dishwash,930.0,1080.0,925.0,Box,216,Yes
1067,EXO STEEL RS 15 SAR[12],எக்சொ ஸ்ழுல்15₹ சரம்(12),Home Care,dishwash,82.0,180.0,80.0,Strip,12,Yes
1068,EXO STEEL RS15 CASE[30],எக்சொ ஸ்ழுல்15₹ பெட்;ழ(30),Home Care,dishwash,2380.0,5400.0,2370.0,Case,30,Yes
1519,FAB LIQ 1L,,Home Care,generic,90.0,,86.0,1 L,,Yes
1513,FAB LIQUID 10RS SAR,,Home Care,generic,55.0,60.0,54.0,Strip,,Yes
2185,FAB LIQUID 10RS [96],,Home Care,generic,820.0,960.0,800.0,1 unit,96,Yes
2174,GIFFY LIQUID 15RS,,Home Care,generic,13.0,15.0,12.0,1 unit,,Yes
1599,GOOD KNIGHT AGARBATHI,,Home Care,agarbatti,140.0,,135.0,1 unit,,Yes
930,GOOD KNIGHT BLACK CASE[60],குட்நைட் கருப்பு பெட்ழ(60),Home Care,mosquito,1820.0,2280.0,1800.0,Case,60,Yes
931,GOOD KNIGHT BLACK PC,குட்நைட் கருப்பு,Home Care,mosquito,32.0,38.0,31.0,Piece,,Yes
928,GOOD KNIGHT GREEN CASE[60],குட்நைட் பச்சை பெட்ழ(60),Home Care,mosquito,1820.0,2280.0,1800.0,Case,60,Yes
929,GOOD KNIGHT GREEN PC,குட்நைட் பச்சை,Home Care,mosquito,37.0,38.0,37.0,Piece,,Yes
934,GOOD KNIGHT LIQ ADV,குட்நைட் லிக்விட் அட்வான்ஸ்,Home Care,mosquito,68.0,75.0,77.0,1 unit,,Yes
932,GOOD KNIGHT LIQ GOLD KATTU[30],குட்நைட் லிக்விட் கொல்டு கட்டு(30),Home Care,mosquito,1970.0,2310.0,1950.0,Bundle,30,Yes
933,GOOD KNIGHT LIQ GOLD PC,குட்நைட் லிக்விட் கொல்டு,Home Care,mosquito,68.0,85.0,77.0,Piece,,Yes
935,GOOD KNIGHT LIQ KATTU[30],குட்நைட் லிக்விட் கட்டு(30),Home Care,mosquito,1985.0,2250.0,1980.0,Bundle,30,Yes
936,GOOD KNIGHT MACHINE,குட்நைட் மெசின்,Home Care,mosquito,88.0,95.0,95.0,1 unit,,Yes
926,GOOD KNIGHT RED CASE[36],குட்நைட் சிவப்பு கெஸ்(36),Home Care,mosquito,1120.0,1404.0,1100.0,Case,36,Yes
927,GOOD KNIGHT RED PC,குட்நைட் சிவப்பு,Home Care,mosquito,39.0,45.0,38.0,Piece,,Yes
485,HARPIC 46RS,,Home Care,cleaner,43.0,46.0,42.0,1 unit,,Yes
1538,HARPIC BIG 500ML,,Home Care,cleaner,110.0,,102.0,500 ml,,Yes
1378,HARPIC RED SMALL PC,,Home Care,cleaner,60.0,61.0,59.0,Piece,,Yes
2020,HAUTIN WAX 2RS,,Home Care,match,130.0,200.0,127.0,1 unit,,Yes
1370,HAUTIN WAX BUNDLE,,Home Care,cake,480.0,1200.0,475.0,Bundle,,Yes
951,HIT BLACK RS115,,Home Care,mosquito,110.0,115.0,108.0,1 unit,,No
952,HIT BLACK RS85,,Home Care,mosquito,85.0,,82.0,1 unit,,Yes
946,HIT CHALK 16RS [12],,Home Care,mosquito,125.0,192.0,120.0,1 unit,12,Yes
953,HIT RED RS 115,,Home Care,mosquito,110.0,115.0,107.0,1 unit,,Yes
1273,LIA VATHI 50RS PC,லியா வத்தி 50₹,Home Care,agarbatti,43.5,50.0,42.5,Piece,,Yes
484,LIZOL 49RS,ரைசால் 49₹,Home Care,cleaner,46.0,49.0,45.5,1 unit,,Yes
2137,LIZOL 500ML,,Home Care,cleaner,115.0,123.0,113.0,500 ml,,Yes
499,LIZOL GREEN 40RS,ரைசால் பச்சை 40₹,Home Care,cleaner,38.0,40.0,37.0,1 unit,,Yes
500,LIZOL ROSE 40RS,லைசால் ரொஸ் 40₹,Home Care,cleaner,38.0,40.0,37.0,1 unit,,Yes
502,LIZOL WHITE 40RS,லைசால் வெள்ளை; 40₹,Home Care,cleaner,40.0,,37.0,1 unit,,Yes
501,LIZOL YELLOW 40RS,லைசால் மஞ்சள் 40₹,Home Care,cleaner,38.0,40.0,37.0,1 unit,,Yes
1069,MAYA VATHI 2RS CASE[100],மாயா வத்தி 2₹ பெட்ழ(100),Home Care,agarbatti,1770.0,2000.0,1760.0,Case,100,Yes
1070,MAYA VATHI 2RS SAR,மாயா வத்தி 2₹ சரம்,Home Care,agarbatti,18.0,24.0,18.0,Strip,,Yes
1415,MUGI LIQ RS 209,முகி லிக்விட் ₹209,Home Care,generic,170.0,209.0,165.0,1 unit,,No
2243,MUGI LIQUID 10RS,,Home Care,generic,90.0,100.0,85.0,1 unit,,Yes
2054,NEELAM 10RS,,Home Care,detergent,50.0,,50.0,1 unit,,Yes
2065,ODOMOS 17RS,,Home Care,mosquito,210.0,221.0,205.0,1 unit,,Yes
463,PARA 10RS,பாரா 10₹,Home Care,generic,9.5,10.0,9.0,1 unit,,Yes
462,PARA 10RS KATTU,பாரா 10₹ கட்டு,Home Care,generic,220.0,240.0,216.0,Bundle,,Yes
466,PARA 20RS,பாரா 20₹,Home Care,generic,19.0,20.0,18.0,1 unit,,Yes
467,PARA 20RS KATTU,பாரா 20₹ கட்டு,Home Care,generic,420.0,480.0,408.0,Bundle,,Yes
464,PARA 34RS KATTU,பாரா 34₹ கட்டு,Home Care,generic,475.0,544.0,470.0,Bundle,,Yes
465,PARA 63RS,பாரா 63₹,Home Care,generic,59.0,63.0,58.0,1 unit,,Yes
475,PARA AYUR 35RS,பாரா ஆயுர் 35₹,Home Care,generic,34.0,35.0,33.0,1 unit,,Yes
476,PARA AYUR 64,பாரா ஆயுர் 64,Home Care,generic,62.0,,60.0,1 unit,,Yes
474,PARA BOTTLE 111RS,பாரா பாட்டல் 111₹,Home Care,generic,103.0,111.0,102.0,Bottle,,Yes
473,PARA BOTTLE 157 RS,பாரா பாட்டல் 157₹,Home Care,generic,148.0,157.0,145.0,Bottle,,Yes
479,PARA JASMINE 10RS KATTU,,Home Care,generic,220.0,240.0,210.0,Bundle,,Yes
480,PARA JASMINE 10RS SARAM,,Home Care,generic,108.0,120.0,105.0,Strip,,Yes
477,PARA JASMINE 20RS,,Home Care,generic,19.0,20.0,18.0,1 unit,,Yes
478,PARA JASMINE 45RS,,Home Care,generic,42.0,45.0,41.0,1 unit,,Yes
481,PARA JASMINE 80RS,,Home Care,generic,76.0,80.0,74.0,1 unit,,Yes
469,PARA POUCH 100ML KATTU,பாரா பவுச் 100 மி கட்டு,Home Care,generic,300.0,,300.0,100 ml,,Yes
468,PARA POUCH 10RS KATTU,பாரா பவுச் 10₹ கட்டு,Home Care,generic,105.0,120.0,100.0,Bundle,,Yes
470,PARA POUCH 32RS,பாரா பவுச் 32₹,Home Care,generic,28.0,32.0,27.0,Pouch,,Yes
472,PARA POUCH 35RS KATTU,பாரா பவுச் 35₹ கட்டு,Home Care,generic,340.0,420.0,320.0,Bundle,,Yes
471,PARA POUCH 56RS,பாரா பவுச் 56₹,Home Care,generic,53.0,56.0,52.0,Pouch,,Yes
897,REXONA 38RS,,Home Care,soap,36.0,38.0,36.0,1 unit,,Yes
753,RIN ALA 44RS CASE(40),ரின் ஆலா 44₹ பெட்ழ(40),Home Care,detergent,1640.0,1760.0,1630.0,Case,40,Yes
752,RIN ALA 45RS,ரின் ஆலா 45₹,Home Care,detergent,44.0,45.0,43.0,1 unit,,Yes
754,RIN ALA 89RS,ரின் ஆலா 89₹,Home Care,detergent,85.0,89.0,84.0,1 unit,,Yes
805,RIN LIQUID 500ML,ரின் லிக்விட் 500மிலி,Home Care,detergent,83.0,90.0,82.0,500 ml,,Yes
804,RIN LIQUID 99RS,ரின் லிக்விட் 99₹,Home Care,detergent,90.0,160.0,88.0,1 unit,,Yes
797,RIN POWDER 10RS BAG[60],ரின் பவுடர் 10₹ பை(60),Home Care,cream,500.0,600.0,500.0,Bag,60,Yes
798,RIN POWDER 10RS SARAM,ரின் பவுடர் 10₹ சரம்,Home Care,cream,54.0,60.0,54.0,Strip,,Yes
803,RIN POWDER 1KG,ரின் பவுடர் 1கி,Home Care,cream,110.0,116.0,108.0,1 kg,,Yes
1239,RIN POWDER 2RS BAG[7],ரின் பவுடர் 2₹ பை(7),Home Care,cream,1320.0,1512.0,1310.0,Bag,7,Yes
1500,RIN POWDER 2RS KATTU,ரின் பவுடர் 2₹ கட்டு,Home Care,cream,21.0,,21.0,Bundle,,Yes
802,RIN POWDER 500G,ரின் பவுடர் 500கி,Home Care,cream,54.0,58.0,57.56,500 g,,Yes
801,RIN POWDER 500G BAG[50],ரின் பவுடர் 500கி பை(50),Home Care,cream,2600.0,2900.0,2580.0,500 g,50,Yes
799,RIN POWDER 5RS BAG[120],ரின் பவுடர் 5₹ பை(120),Home Care,cream,545.0,600.0,545.0,Bag,120,Yes
800,RIN POWDER 5RS[6PCS],ரின் பவுடர் 5₹(6),Home Care,cream,28.0,30.0,23.0,6 pc,,Yes
794,RIN SOAP 10RS,ரின் சொப்பு 10₹,Home Care,soap,9.15,10.0,9.1,1 unit,,Yes
793,RIN SOAP 10RS CASE[72],ரின் சொப்பு 10₹ பெட்ழ(84),Home Care,soap,640.0,720.0,750.0,Case,72,Yes
796,RIN SOAP 20RS,ரின் சொப்பு 20₹,Home Care,soap,20.0,,18.35,1 unit,,Yes
795,RIN SOAP 27RS CASE[60],ரின் சொப்பு 27₹ பெட்ழ(60),Home Care,soap,1460.0,1620.0,1450.0,Case,60,Yes
40,ROPE SUPERMAX,ரொப் சுூப்பர்மெக்ஸ்,Home Care,rope,200.0,240.0,180.0,1 unit,,Yes
1505,SAMBRANI 5RS ATAI,,Home Care,agarbatti,75.0,120.0,72.0,1 unit,,Yes
2030,SCRUBBER SHINE 10RS,,Home Care,generic,60.0,100.0,55.0,1 unit,,Yes
1414,SILVER MAX BOX [5],சில்வர் மெக்ஸ் பெட்ழ(5),Home Care,generic,85.0,125.0,80.0,Box,5,Yes
829,SURF EASY 1KG,"சர்ப் ,சி 1கி",Home Care,detergent,150.0,158.0,149.0,1 kg,,Yes
828,SURF EASY 500G,"சர்ப் ,சி 500கி",Home Care,detergent,85.0,89.0,83.0,500 g,,Yes
827,SURF EASY 500G BAG[20],"சர்ப் ,சி 500கி பை(20)",Home Care,detergent,1440.0,1580.0,1430.0,500 g,20,Yes
811,SURF LIQ  FRONT 10RS CASE[120],சர்ப் லிக். பிரண்ட் 10₹ பெட்ழ(120),Home Care,detergent,980.0,1200.0,950.0,Case,120,Yes
812,SURF LIQ  FRONT 10RS [10PCS],சர்ப் லிக். பிரண்ட் 10₹ (10),Home Care,detergent,90.0,100.0,88.0,10 pc,,Yes
814,SURF LIQ  FRONT 10RS[10PCS],சர்ப் லிக். பிரண்ட் 10₹(10),Home Care,detergent,90.0,100.0,90.0,10 pc,,Yes
818,SURF LIQ FRONT 1L,சர்ப் லிக். பிரண்ட் 1லி,Home Care,detergent,160.0,179.0,158.0,1 L,,Yes
816,SURF LIQ FRONT 500ML,சர்ப் லிக். பிரண்ட் 500மிலி,Home Care,detergent,122.0,130.0,120.0,500 ml,,Yes
813,SURF LIQ TOP 10RS CASE[120],சர்ப் லிக். டாப் 10₹ பெட்ழ(120),Home Care,detergent,100.0,1200.0,950.0,Case,120,Yes
817,SURF LIQ TOP 1L,சர்ப் லிக். டாப்; 1லி,Home Care,detergent,160.0,175.0,150.0,1 L,,Yes
815,SURF LIQ TOP 500ML,சர்ப் லிக். டாப்; 500மிலி,Home Care,detergent,112.0,120.0,110.0,500 ml,,Yes
810,SURF POW 10RS,சர்ப் பவுடர் 10₹,Home Care,detergent,54.0,60.0,54.0,1 unit,,Yes
809,SURF POW 10RS BAG[60],சர்ப் பவுடர் 10₹ பை(60),Home Care,detergent,500.0,600.0,500.0,Bag,60,Yes
806,SURF POW 4RS BAG[7],சர்ப் பவுடர் 4₹ பை(7),Home Care,detergent,2580.0,3024.0,2576.0,Bag,7,Yes
807,SURF POW 4RS KATTU[108],சர்ப் பவுடர் 4₹ கட்டு(108),Home Care,detergent,375.0,432.0,374.0,Bundle,108,Yes
808,SURF POW 4RS SARAM,சர்ப் பவுடர் 4₹ சரம்,Home Care,detergent,44.0,48.0,63.0,Strip,,Yes
826,SURF QUICK 1KG,சர்ப் குயிக் 1கி,Home Care,detergent,230.0,240.0,227.0,1 kg,,Yes
825,SURF QUICK 500G,சர்ப் குயிக் 500கி,Home Care,detergent,108.0,120.0,105.0,500 g,,Yes
820,SURF SOAP 10RS,சர்ப் சொப்பு 10₹,Home Care,soap,9.15,10.0,9.1,1 unit,,Yes
819,SURF SOAP 10RS CASE[140],சர்ப் சொப்பு 10₹ பெட்ழ(140),Home Care,soap,1260.0,1400.0,1250.0,Case,140,Yes
822,SURF SOAP 20RS,சர்ப் சொப்பு 20₹,Home Care,soap,19.0,20.0,18.0,1 unit,,Yes
821,SURF SOAP 22RS CASE[100],சர்ப் சொப்பு 22₹ பெட்ழ(100),Home Care,soap,1940.0,2200.0,1935.0,Case,100,Yes
824,SURF SOAP 33RS,சர்ப் சொப்பு 33₹,Home Care,soap,32.0,33.0,30.5,1 unit,,Yes
823,SURF SOAP 35RS CASE[60],சர்ப் சொப்பு 33₹ பெட்ழ(60),Home Care,soap,1880.0,2100.0,1880.0,Case,60,Yes
1419,TIDE 1KG,டைடு 1கி,Home Care,detergent,132.0,142.0,130.0,1 kg,,Yes
1420,TIDE 500G,டைடு 500கிராம்,Home Care,detergent,67.0,72.0,65.0,500 g,,Yes
1377,TIDE POW 10RS BAG[5],டைடு பவுடர் 10₹ பை(5),Home Care,detergent,500.0,600.0,485.0,Bag,5,Yes
1418,TIDE POW 10RS SAR,டைடு பவுடர் 10₹ சரம்,Home Care,detergent,105.0,120.0,108.0,Strip,,Yes
1424,TIDE SOAP 10RS CASE[60],டைடு சொப்பு 10₹ பெட்ழ(60),Home Care,soap,495.0,600.0,485.0,Case,60,Yes
1425,TIDE SOAP 10RS PC,டைடு சொப்பு 10₹ 1எண்.,Home Care,soap,9.0,10.0,9.0,Piece,,Yes
722,UJALA 10RS,,Home Care,detergent,10.0,,9.0,1 unit,,Yes
1064,UJALA 10RS SAR[12],,Home Care,detergent,110.0,120.0,108.0,Strip,12,Yes
721,UJALA 25RS,,Home Care,detergent,25.0,,23.0,1 unit,,Yes
1060,UJALA 32RS KATTU[12],,Home Care,detergent,340.0,384.0,338.0,Bundle,12,Yes
1061,UJALA 37RS PC,,Home Care,detergent,34.0,37.0,33.0,Piece,,Yes
1062,UJALA 80RS KATTU[10],,Home Care,detergent,705.0,800.0,700.0,Bundle,10,Yes
1063,UJALA 80RS PC,,Home Care,detergent,74.0,80.0,72.0,Piece,,Yes
539,VATHI 25RS,வத்தி 25₹,Home Care,agarbatti,24.0,25.0,20.0,1 unit,,Yes
540,VATHI DHARSHAN 10RS KATTU,வத்தி தர்ஷன் 10₹ கட்டு,Home Care,agarbatti,105.0,120.0,100.0,Bundle,,Yes
791,VIM 10RS,விம் 10₹,Home Care,dishwash,9.15,10.0,9.1,1 unit,,Yes
790,VIM 10RS CASE[108],விம் 10₹ பெட்ழ(108),Home Care,dishwash,970.0,1080.0,965.0,Case,108,Yes
792,VIM 30RS,விம் 30₹,Home Care,dishwash,28.0,30.0,28.0,1 unit,,Yes
789,VIM 5RS,விம் 5₹,Home Care,dishwash,4.6,5.0,4.6,1 unit,,Yes
788,VIM 5RS CASE[189],விம் 5₹ பெட்ழ(189),Home Care,dishwash,850.0,945.0,850.0,Case,189,Yes
745,VIM GEL 15RS,விம் டிசூல் 15₹,Home Care,dishwash,14.0,15.0,14.0,1 unit,,Yes
